cfg_id,class_name,label,num_nodes
0,activemq-camel/src/main/java/org/apache/activemq/camel/CamelConnection,0,13
1,activemq-camel/src/main/java/org/apache/activemq/camel/CamelConnectionFactory,0,25
2,activemq-camel/src/main/java/org/apache/activemq/camel/CamelDestination,0,154
3,activemq-camel/src/main/java/org/apache/activemq/camel/CamelMessageConsumer,0,118
4,activemq-camel/src/main/java/org/apache/activemq/camel/CamelMessageProducer,0,83
5,activemq-camel/src/main/java/org/apache/activemq/camel/CamelQueue,0,20
6,activemq-camel/src/main/java/org/apache/activemq/camel/CamelQueueReceiver,0,12
7,activemq-camel/src/main/java/org/apache/activemq/camel/CamelQueueSender,0,23
8,activemq-camel/src/main/java/org/apache/activemq/camel/CamelTopic,0,22
9,activemq-camel/src/main/java/org/apache/activemq/camel/CamelTopicPublisher,0,34
10,activemq-camel/src/main/java/org/apache/activemq/camel/CamelTopicSubscriber,0,18
11,activemq-camel/src/main/java/org/apache/activemq/camel/component/ActiveMQComponent,2,99
12,activemq-camel/src/main/java/org/apache/activemq/camel/component/ActiveMQConfiguration,2,119
13,activemq-camel/src/main/java/org/apache/activemq/camel/component/CamelEndpointLoader,0,157
14,activemq-camel/src/main/java/org/apache/activemq/camel/component/JournalComponent,0,13
15,activemq-camel/src/main/java/org/apache/activemq/camel/component/JournalEndpoint,0,259
16,activemq-camel/src/main/java/org/apache/activemq/camel/converter/ActiveMQConverter,0,6
17,activemq-camel/src/main/java/org/apache/activemq/camel/converter/ActiveMQMessageConverter,1,44
18,activemq-camel/src/main/java/org/apache/camel/web/resources/RoutesResource,0,45
19,activemq-camel/src/test/java/org/apache/activemq/camel/CamelEmbeddedBrokerTestSupport,0,92
20,activemq-camel/src/test/java/org/apache/activemq/camel/CamelJmsTest,0,89
21,activemq-camel/src/test/java/org/apache/activemq/camel/component/ActiveMQConfigureTest,0,60
22,activemq-camel/src/test/java/org/apache/activemq/camel/component/ActiveMQJmsHeaderRouteTest,1,75
23,activemq-camel/src/test/java/org/apache/activemq/camel/component/ActiveMQReplyToHeaderUsingConverterTest,1,103
24,activemq-camel/src/test/java/org/apache/activemq/camel/component/ActiveMQRouteTest,0,41
25,activemq-camel/src/test/java/org/apache/activemq/camel/component/AdvisoryConsumerExample,0,18
26,activemq-camel/src/test/java/org/apache/activemq/camel/component/AutoExposeQueuesInCamelTest,0,85
27,activemq-camel/src/test/java/org/apache/activemq/camel/component/InvokeRequestReplyUsingJmsReplyToHeaderTest,1,101
28,activemq-camel/src/test/java/org/apache/activemq/camel/component/JournalConfigureTest,0,35
29,activemq-camel/src/test/java/org/apache/activemq/camel/component/JournalRoutePerformance,0,102
30,activemq-camel/src/test/java/org/apache/activemq/camel/component/JournalRouteTest,0,37
31,activemq-camel/src/test/java/org/apache/activemq/camel/converter/InvokeJmsMessageListenerTest,0,24
